,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature
,"Mask($close/Ref($close,1)-1,'SH000300')","Mask(Mean($close/Ref($close,1)-1,5),'SH000300')","Mask(Std($close/Ref($close,1)-1,5),'SH000300')","Mask(Mean($amount,5)/$amount,'SH000300')","Mask(Std($amount,5)/$amount,'SH000300')","Mask(Mean($close/Ref($close,1)-1,10),'SH000300')","Mask(Std($close/Ref($close,1)-1,10),'SH000300')","Mask(Mean($amount,10)/$amount,'SH000300')","Mask(Std($amount,10)/$amount,'SH000300')","Mask(Mean($close/Ref($close,1)-1,20),'SH000300')","Mask(Std($close/Ref($close,1)-1,20),'SH000300')","Mask(Mean($amount,20)/$amount,'SH000300')","Mask(Std($amount,20)/$amount,'SH000300')","Mask(Mean($close/Ref($close,1)-1,30),'SH000300')","Mask(Std($close/Ref($close,1)-1,30),'SH000300')","Mask(Mean($amount,30)/$amount,'SH000300')","Mask(Std($amount,30)/$amount,'SH000300')","Mask(Mean($close/Ref($close,1)-1,60),'SH000300')","Mask(Std($close/Ref($close,1)-1,60),'SH000300')","Mask(Mean($amount,60)/$amount,'SH000300')","Mask(Std($amount,60)/$amount,'SH000300')","Mask($close/Ref($close,1)-1,'SH000905')","Mask(Mean($close/Ref($close,1)-1,5),'SH000905')","Mask(Std($close/Ref($close,1)-1,5),'SH000905')","Mask(Mean($amount,5)/$amount,'SH000905')","Mask(Std($amount,5)/$amount,'SH000905')","Mask(Mean($close/Ref($close,1)-1,10),'SH000905')","Mask(Std($close/Ref($close,1)-1,10),'SH000905')","Mask(Mean($amount,10)/$amount,'SH000905')","Mask(Std($amount,10)/$amount,'SH000905')","Mask(Mean($close/Ref($close,1)-1,20),'SH000905')","Mask(Std($close/Ref($close,1)-1,20),'SH000905')","Mask(Mean($amount,20)/$amount,'SH000905')","Mask(Std($amount,20)/$amount,'SH000905')","Mask(Mean($close/Ref($close,1)-1,30),'SH000905')","Mask(Std($close/Ref($close,1)-1,30),'SH000905')","Mask(Mean($amount,30)/$amount,'SH000905')","Mask(Std($amount,30)/$amount,'SH000905')","Mask(Mean($close/Ref($close,1)-1,60),'SH000905')","Mask(Std($close/Ref($close,1)-1,60),'SH000905')","Mask(Mean($amount,60)/$amount,'SH000905')","Mask(Std($amount,60)/$amount,'SH000905')","Mask($close/Ref($close,1)-1,'SH000906')","Mask(Mean($close/Ref($close,1)-1,5),'SH000906')","Mask(Std($close/Ref($close,1)-1,5),'SH000906')","Mask(Mean($amount,5)/$amount,'SH000906')","Mask(Std($amount,5)/$amount,'SH000906')","Mask(Mean($close/Ref($close,1)-1,10),'SH000906')","Mask(Std($close/Ref($close,1)-1,10),'SH000906')","Mask(Mean($amount,10)/$amount,'SH000906')","Mask(Std($amount,10)/$amount,'SH000906')","Mask(Mean($close/Ref($close,1)-1,20),'SH000906')","Mask(Std($close/Ref($close,1)-1,20),'SH000906')","Mask(Mean($amount,20)/$amount,'SH000906')","Mask(Std($amount,20)/$amount,'SH000906')","Mask(Mean($close/Ref($close,1)-1,30),'SH000906')","Mask(Std($close/Ref($close,1)-1,30),'SH000906')","Mask(Mean($amount,30)/$amount,'SH000906')","Mask(Std($amount,30)/$amount,'SH000906')","Mask(Mean($close/Ref($close,1)-1,60),'SH000906')","Mask(Std($close/Ref($close,1)-1,60),'SH000906')","Mask(Mean($amount,60)/$amount,'SH000906')","Mask(Std($amount,60)/$amount,'SH000906')"
datetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-02,0.74735785,1.0109634,-0.3857283,-0.48744312,-0.41647258,2.3384879,-0.2932096,-1.0209479,0.3737961,1.8680168,0.64944243,-1.0783479,-0.25386393,0.97937053,1.1285347,-1.1853925,-0.48230776,-0.35386184,1.1158136,-0.70838845,-0.11140836,2.4361567,1.8353596,0.15274362,-0.78899515,-0.3930988,2.3339207,-0.2797224,-1.1805567,0.4272119,2.640909,-0.09100707,-1.3138725,0.04383499,1.752985,0.40827188,-1.452203,0.0050293985,0.04220752,1.1032003,-1.1373104,-0.23083618,1.1516773,1.2037811,-0.44514084,-0.60592616,-0.3635963,2.3419802,-0.39137217,-1.102667,0.54605436,2.0568402,0.45776448,-1.1782714,-0.073501915,1.1677352,0.9706462,-1.2811788,-0.2686496,-0.26966769,1.1301857,-0.861093,-0.094856545
2008-01-03,0.57677513,1.1709653,-0.44583988,-1.510427,-0.07144575,2.631894,-0.535334,-1.7701427,-0.1408315,1.789491,0.64067346,-1.7098279,-0.6190181,0.87161165,1.1083585,-1.7311238,-0.7676634,-0.32921714,1.1185983,-1.2784798,-0.66680115,1.3779821,2.1595423,0.13345969,-1.4085357,0.010265893,2.889637,-0.62765896,-1.5672473,0.0,2.8423858,-0.07027221,-1.6453435,-0.21798818,1.8307714,0.43349326,-1.7225628,-0.17692083,0.119736776,1.1275958,-1.424655,-0.5773623,0.7766919,1.4057741,-0.51144385,-1.5698916,0.046853017,2.7010658,-0.71491575,-1.772095,0.0351775,2.041694,0.45602158,-1.7292851,-0.42073408,1.1029062,0.956888,-1.7333093,-0.53866225,-0.2325726,1.1363155,-1.3474478,-0.6344719
2008-01-04,0.9783356,1.2388867,-0.4253297,-0.5109146,-0.16768292,2.3329468,-0.71679527,-1.0881703,0.094598696,1.5226882,0.50756425,-1.3108327,-0.19750732,1.2089564,1.0759528,-1.4321655,-0.37170935,-0.24523497,1.1296413,-1.0583556,-0.44825557,0.054820497,1.6722457,0.28085497,0.049480133,0.15705971,2.519344,-0.5414615,-0.58810514,0.28506994,2.6230302,-0.068441495,-1.0349485,0.29972512,2.0097837,0.36803272,-1.3100866,0.4524516,0.18495618,1.1241072,-1.1287798,-0.18645732,0.76523554,1.3448995,-0.5209346,-0.37236115,-0.008386467,2.3820808,-0.87724507,-0.9637953,0.29694983,1.7813962,0.34504998,-1.252471,0.052661605,1.4073274,0.9138765,-1.3976433,-0.04842961,-0.14936003,1.1450477,-1.0922279,-0.3407097
2008-01-07,1.1510324,1.0415094,-0.6731404,-0.57129955,-0.16017549,2.2137163,-0.7841609,-0.97937244,-0.27074593,1.715878,0.5197084,-1.2859046,-0.24991271,1.9799328,0.70367664,-1.4395527,-0.32035187,-0.24322368,1.1301514,-1.1257256,-0.5414701,1.3162632,1.9354006,0.3013805,-0.9588856,0.11547178,2.666523,-0.521294,-1.1369352,-0.25504544,2.8326838,-0.05683828,-1.4141905,-0.13112588,2.7045488,-0.08959454,-1.5897212,0.09643046,0.4858855,1.1170458,-1.4126412,-0.54290223,1.2021565,1.2514855,-0.61829543,-0.7208844,-0.030533733,2.3257885,-0.90897393,-1.0568627,-0.16690117,1.9811482,0.35783798,-1.355161,-0.12065758,2.1728036,0.51743567,-1.495304,-0.108501434,-0.07355754,1.1614172,-1.2421621,-0.5302468
2008-01-08,-0.4920946,1.0515707,-0.69295084,-1.0655577,-0.36129647,1.7916951,-0.57964903,-1.39764,-0.4707964,1.412445,0.52748317,-1.5935849,-0.4570764,1.6806462,0.6935035,-1.6876931,-0.51725525,-0.25340638,1.1309391,-1.4153148,-0.86751044,-2.082774,1.2737416,1.4478381,-0.7481549,-0.36830547,1.8572553,0.40659413,-1.0715908,-0.36119533,2.246006,0.29603663,-1.3961519,-0.10486226,2.2026846,0.11536592,-1.5763167,0.11730427,0.45047018,1.1363392,-1.4692062,-0.6388589,-0.87595004,1.103654,-0.3149904,-1.0339935,-0.3160255,1.8063093,-0.5005496,-1.3425224,-0.34224188,1.6082267,0.40963364,-1.5684004,-0.2633972,1.8191961,0.53075415,-1.657388,-0.25629124,-0.08919736,1.164218,-1.4580234,-0.82055545
2008-01-09,1.3472286,1.2670099,-0.54827183,0.85327494,-0.12052191,1.6711715,-0.6922309,-0.1007801,0.26883402,1.3685641,0.50841427,-0.7238336,0.36198083,2.0382361,0.6664039,-1.0056455,0.24323449,-0.24623127,1.1330154,-0.91660374,-0.45926985,2.0315645,1.1199956,1.261855,0.5678281,-0.22643332,2.0978014,0.552162,-0.2219371,0.04844834,2.2740018,0.3160821,-0.83598036,0.44105023,2.628705,0.14269644,-1.1619918,0.66275924,0.6757855,1.1979668,-1.2095486,-0.26503423,1.516703,1.2385733,-0.18946965,0.83064115,-0.12832262,1.7693939,-0.53531367,-0.11696351,0.33032185,1.5804707,0.39547998,-0.7675058,0.51195914,2.1984365,0.5100681,-1.0606055,0.49658102,-0.030913964,1.1822435,-1.0261062,-0.3784471
2008-01-10,0.8926352,1.3804488,-0.54993093,-0.7943493,-0.4655039,1.8717914,-0.72843015,-1.0821215,-0.47340757,1.5125647,0.51352686,-1.423375,-0.1831911,2.4206467,0.566776,-1.5244762,-0.3466588,-0.23904054,1.1344086,-1.3908957,-0.8978796,0.23197025,0.6845082,1.134457,-0.56894344,-0.46021643,2.0202177,0.56918764,-0.7784006,-0.49187323,2.1865933,0.31856847,-1.2277986,0.13170838,2.7901134,0.08143408,-1.4109067,0.2369078,0.630904,1.1923963,-1.4351056,-0.518807,0.7451741,1.2269238,-0.19077863,-0.76989394,-0.42748508,1.9056578,-0.5648298,-1.0155839,-0.38695914,1.6737583,0.397681,-1.3923575,0.016601276,2.5348136,0.4130964,-1.4926744,-0.08739769,-0.035468265,1.1813498,-1.429921,-0.8024338
2008-01-11,0.38970459,1.1690462,-0.5389586,0.18432051,-0.21222882,1.7665211,-0.7160824,-0.24503684,-0.48056555,1.7792101,0.42478213,-0.92600805,0.30876732,2.6586418,0.4967066,-1.1191854,0.05839805,-0.11879085,1.1302328,-1.1256025,-0.62286055,-0.18663612,0.59275407,1.1597626,0.5865086,-0.5119225,1.616595,0.5815751,0.032169215,-0.4519494,2.144359,0.33078516,-0.71142656,0.564239,2.8592534,0.05040952,-1.0197533,0.631786,0.6444274,1.1914104,-1.2049505,-0.14865872,0.25997335,1.040171,-0.16506964,0.32908577,-0.23555529,1.7283853,-0.5478435,-0.13921988,-0.39343697,1.8732935,0.33002535,-0.8710185,0.52246773,2.7366993,0.3464973,-1.0898292,0.3452299,0.064212084,1.1768689,-1.1661577,-0.46542984
